IL0129 ,Formula cost: ,1,811,039.53, coston:, 137,106.40 , contpf: ,1,676.55, Rango Inicial,  88013, final, 88014
IL6780 ,Formula cost: ,28,560.25, coston:, 2,439.20 , contpf: ,101.97, Rango Inicial,  3884, final, 35777
IL6780 ,Formula cost: ,25,594.94, coston:, 110,033.28 , contpf: ,107.73, Rango Inicial,  35777, final, 37684
IL6780 ,Formula cost: ,20,037.21, coston:, 172,542.71 , contpf: ,125.87, Rango Inicial,  37684, final, 43200
IL6780 ,Formula cost: ,114,163.39, coston:, 165,662.73 , contpf: ,77.84, Rango Inicial,  43200, final, 44163
IL6780 ,Formula cost: ,64,060.33, coston:, 266,419.45 , contpf: ,94.13, Rango Inicial,  44163, final, 45937
IL6780 ,Formula cost: ,66,830.15, coston:, 309,016.41 , contpf: ,100.66, Rango Inicial,  45937, final, 55950
IL6780 ,Formula cost: ,281,834.59, coston:, 279,909.00 , contpf: ,102.14, Rango Inicial,  55950, final, 59456
IL6780 ,Formula cost: ,412,319.80, coston:, 346,113.60 , contpf: ,102.53, Rango Inicial,  59456, final, 67144
IL6780 ,Formula cost: ,579,616.60, coston:, 292,977.00 , contpf: ,104.46, Rango Inicial,  67144, final, 75260
IL6782 ,Formula cost: ,34,183.95, coston:, 67,327.68 , contpf: ,103.16, Rango Inicial,  3885, final, 13962
IL6782 ,Formula cost: ,5,158.11, coston:, 105,745.32 , contpf: ,106.03, Rango Inicial,  13962, final, 31825
IL6782 ,Formula cost: ,75,066.57, coston:, 110,033.28 , contpf: ,107.87, Rango Inicial,  31825, final, 37685
IL6782 ,Formula cost: ,84,028.43, coston:, 41,415.68 , contpf: ,86.45, Rango Inicial,  37685, final, 44164
IL6782 ,Formula cost: ,58,788.42, coston:, 69,474.94 , contpf: ,94.87, Rango Inicial,  44164, final, 45938
